"mol"	"rseq"	"mseq"	"S"	"rmsd_refine"	"E_conf"	"E_place"	"E_score1"	"E_refine"	"E_score2"	"ChemicalName"	"ChemicalID"	"CasRN"	"GeneSymbol"	"GeneID"	"GeneForms"	"Organism"	"OrganismID"	"Interaction"	"InteractionActions"	"PubMedIDs"	"InterActs"	"Outcomes"	"Actions"	"molecular_weight"	"logP"	"hydrogen_bond_acceptors"	"hydrogen_bond_donors"	"Lipinski"	"QED"	"stereo_centers"	"tpsa"	"AMES"	"BBB_Martins"	"Bioavailability_Ma"	"CYP1A2_Veith"	"CYP2C19_Veith"	"CYP2C9_Substrate_CarbonMangels"	"CYP2C9_Veith"	"CYP2D6_Substrate_CarbonMangels"	"CYP2D6_Veith"	"CYP3A4_Substrate_CarbonMangels"	"CYP3A4_Veith"	"Carcinogens_Lagunin"	"ClinTox"	"DILI"	"HIA_Hou"	"NR.AR.LBD"	"NR.AR"	"NR.AhR"	"NR.Aromatase"	"NR.ER.LBD"	"NR.ER"	"NR.PPAR.gamma"	"PAMPA_NCATS"	"Pgp_Broccatelli"	"SR.ARE"	"SR.ATAD5"	"SR.HSE"	"SR.MMP"	"SR.p53"	"Skin_Reaction"	"hERG"	"Caco2_Wang"	"Clearance_Hepatocyte_AZ"	"Clearance_Microsome_AZ"	"Half_Life_Obach"	"HydrationFreeEnergy_FreeSolv"	"LD50_Zhu"	"Lipophilicity_AstraZeneca"	"PPBR_AZ"	"Solubility_AqSolDB"	"VDss_Lombardo"	"molecular_weight_drugbank_approved_percentile"	"logP_drugbank_approved_percentile"	"hydrogen_bond_acceptors_drugbank_approved_percentile"	"hydrogen_bond_donors_drugbank_approved_percentile"	"Lipinski_drugbank_approved_percentile"	"QED_drugbank_approved_percentile"	"stereo_centers_drugbank_approved_percentile"	"tpsa_drugbank_approved_percentile"	"AMES_drugbank_approved_percentile"	"BBB_Martins_drugbank_approved_percentile"	"Bioavailability_Ma_drugbank_approved_percentile"	"CYP1A2_Veith_drugbank_approved_percentile"	"CYP2C19_Veith_drugbank_approved_percentile"	"CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile"	"CYP2C9_Veith_drugbank_approved_percentile"	"CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile"	"CYP2D6_Veith_drugbank_approved_percentile"	"CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile"	"CYP3A4_Veith_drugbank_approved_percentile"	"Carcinogens_Lagunin_drugbank_approved_percentile"	"ClinTox_drugbank_approved_percentile"	"DILI_drugbank_approved_percentile"	"HIA_Hou_drugbank_approved_percentile"	"NR.AR.LBD_drugbank_approved_percentile"	"NR.AR_drugbank_approved_percentile"	"NR.AhR_drugbank_approved_percentile"	"NR.Aromatase_drugbank_approved_percentile"	"NR.ER.LBD_drugbank_approved_percentile"	"NR.ER_drugbank_approved_percentile"	"NR.PPAR.gamma_drugbank_approved_percentile"	"PAMPA_NCATS_drugbank_approved_percentile"	"Pgp_Broccatelli_drugbank_approved_percentile"	"SR.ARE_drugbank_approved_percentile"	"SR.ATAD5_drugbank_approved_percentile"	"SR.HSE_drugbank_approved_percentile"	"SR.MMP_drugbank_approved_percentile"	"SR.p53_drugbank_approved_percentile"	"Skin_Reaction_drugbank_approved_percentile"	"hERG_drugbank_approved_percentile"	"Caco2_Wang_drugbank_approved_percentile"	"Clearance_Hepatocyte_AZ_drugbank_approved_percentile"	"Clearance_Microsome_AZ_drugbank_approved_percentile"	"Half_Life_Obach_drugbank_approved_percentile"	"HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile"	"LD50_Zhu_drugbank_approved_percentile"	"Lipophilicity_AstraZeneca_drugbank_approved_percentile"	"PPBR_AZ_drugbank_approved_percentile"	"Solubility_AqSolDB_drugbank_approved_percentile"	"VDss_Lombardo_drugbank_approved_percentile"	"E_orig"	"Rec_index"	"PLIF_raw"	"FP:PLIF"	"PLIF_ligidx"	"LigandInteractions_mol"	"Poly Descriptor Plot_mol"	"2D Patches_mol"	"Shannon Entropy Descriptor_mol"
"Brc1c(C2Nc3c(cc(C(=O)C)cc3)C3C=CCC23)cc2OCOc2c1"	"1"	"5"	"-5.1323071"	"1.9152459"	"20.71172"	"-67.996201"	"-9.1922827"	"-21.717216"	"-5.1323071"	"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"	"C517943"	"NA"	"FOXO3"	"2309"	"protein"	"Homo sapiens"	"9606"	"PIK 75 inhibits the reaction [1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone affects the localization of FOXO3 protein]"	"affects^localization|decreases^reaction"	"26470790"	"affects^localization|decreases^reaction"	"Reaction"	"Decrease"	"412.28299"	"5.2069001"	"4"	"1"	"3"	"0.54380947"	"3"	"47.560001"	"0.28344804"	"0.97232646"	"0.90462554"	"0.96367615"	"0.95127702"	"0.2212632"	"0.88319147"	"0.42153302"	"0.79600918"	"0.6666289"	"0.874542"	"0.17131399"	"0.035746377"	"0.80702853"	"0.9999907"	"0.072049238"	"0.052251618"	"0.89385599"	"0.14137532"	"0.032499917"	"0.293118"	"0.030627405"	"0.86822379"	"0.85539186"	"0.76149124"	"0.12248656"	"0.37982482"	"0.90930772"	"0.44697535"	"0.39984897"	"0.66628534"	"-4.794837"	"70.52787"	"46.826698"	"46.075851"	"-7.3019371"	"2.7259424"	"3.8095429"	"103.93555"	"-5.616518"	"8.3225698"	"67.933304"	"90.151222"	"46.4715"	"36.680885"	"20.918961"	"53.354012"	"75.436218"	"29.158588"	"64.443581"	"82.8228"	"74.71888"	"97.751068"	"98.177589"	"66.033348"	"98.061264"	"81.892204"	"93.253197"	"68.786354"	"93.912369"	"53.315239"	"29.895308"	"72.276077"	"97.014343"	"88.212486"	"74.408684"	"98.953079"	"79.488174"	"66.731293"	"88.057388"	"77.471886"	"61.729351"	"90.577744"	"94.765411"	"90.383873"	"95.773552"	"97.944939"	"94.610313"	"47.537804"	"70.531212"	"61.884453"	"77.16169"	"75.378052"	"85.847229"	"72.896469"	"63.319115"	"93.602173"	"95.851105"	"7.7549438"	"88.057388"	"0"	"1"	"[[17,17,19,27,25,24,22,20],[2279,2280,2246,2246,2246,2246,2246,2246],[10459,10459,10457,10457,10457,10457,10457,10457],[1,1,10,10,10,10,10,10],[0.5,1.6,0.9,0.9,0.9,0.9,0.9,0.9]]"	"16 17 18"	"[[19,27,25,24,22,20],[17,17],17]"	""	""	""	""
"Brc1c(C2Nc3c(cc(C(=O)C)cc3)C3C=CCC23)cc2OCOc2c1"	"1"	"5"	"-5.0960426"	"1.4319023"	"15.238854"	"-74.19899"	"-9.524189"	"-24.475683"	"-5.0960426"	"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"	"C517943"	"NA"	"FOXO3"	"2309"	"protein"	"Homo sapiens"	"9606"	"PIK 75 inhibits the reaction [1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone affects the localization of FOXO3 protein]"	"affects^localization|decreases^reaction"	"26470790"	"affects^localization|decreases^reaction"	"Reaction"	"Decrease"	"412.28299"	"5.2069001"	"4"	"1"	"3"	"0.54380947"	"3"	"47.560001"	"0.28344804"	"0.97232646"	"0.90462554"	"0.96367615"	"0.95127702"	"0.2212632"	"0.88319147"	"0.42153302"	"0.79600918"	"0.6666289"	"0.874542"	"0.17131399"	"0.035746377"	"0.80702853"	"0.9999907"	"0.072049238"	"0.052251618"	"0.89385599"	"0.14137532"	"0.032499917"	"0.293118"	"0.030627405"	"0.86822379"	"0.85539186"	"0.76149124"	"0.12248656"	"0.37982482"	"0.90930772"	"0.44697535"	"0.39984897"	"0.66628534"	"-4.794837"	"70.52787"	"46.826698"	"46.075851"	"-7.3019371"	"2.7259424"	"3.8095429"	"103.93555"	"-5.616518"	"8.3225698"	"67.933304"	"90.151222"	"46.4715"	"36.680885"	"20.918961"	"53.354012"	"75.436218"	"29.158588"	"64.443581"	"82.8228"	"74.71888"	"97.751068"	"98.177589"	"66.033348"	"98.061264"	"81.892204"	"93.253197"	"68.786354"	"93.912369"	"53.315239"	"29.895308"	"72.276077"	"97.014343"	"88.212486"	"74.408684"	"98.953079"	"79.488174"	"66.731293"	"88.057388"	"77.471886"	"61.729351"	"90.577744"	"94.765411"	"90.383873"	"95.773552"	"97.944939"	"94.610313"	"47.537804"	"70.531212"	"61.884453"	"77.16169"	"75.378052"	"85.847229"	"72.896469"	"63.319115"	"93.602173"	"95.851105"	"7.7549438"	"88.057388"	"0.40000001"	"1"	"[44,496,10349,2,3.3]"	"19 20"	"[44,44]"	""	""	""	""
"Brc1c(C2Nc3c(cc(C(=O)C)cc3)C3C=CCC23)cc2OCOc2c1"	"1"	"5"	"-5.0822449"	"2.1283159"	"17.65233"	"-53.858765"	"-8.9572792"	"-26.267582"	"-5.0822449"	"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"	"C517943"	"NA"	"FOXO3"	"2309"	"protein"	"Homo sapiens"	"9606"	"PIK 75 inhibits the reaction [1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone affects the localization of FOXO3 protein]"	"affects^localization|decreases^reaction"	"26470790"	"affects^localization|decreases^reaction"	"Reaction"	"Decrease"	"412.28299"	"5.2069001"	"4"	"1"	"3"	"0.54380947"	"3"	"47.560001"	"0.28344804"	"0.97232646"	"0.90462554"	"0.96367615"	"0.95127702"	"0.2212632"	"0.88319147"	"0.42153302"	"0.79600918"	"0.6666289"	"0.874542"	"0.17131399"	"0.035746377"	"0.80702853"	"0.9999907"	"0.072049238"	"0.052251618"	"0.89385599"	"0.14137532"	"0.032499917"	"0.293118"	"0.030627405"	"0.86822379"	"0.85539186"	"0.76149124"	"0.12248656"	"0.37982482"	"0.90930772"	"0.44697535"	"0.39984897"	"0.66628534"	"-4.794837"	"70.52787"	"46.826698"	"46.075851"	"-7.3019371"	"2.7259424"	"3.8095429"	"103.93555"	"-5.616518"	"8.3225698"	"67.933304"	"90.151222"	"46.4715"	"36.680885"	"20.918961"	"53.354012"	"75.436218"	"29.158588"	"64.443581"	"82.8228"	"74.71888"	"97.751068"	"98.177589"	"66.033348"	"98.061264"	"81.892204"	"93.253197"	"68.786354"	"93.912369"	"53.315239"	"29.895308"	"72.276077"	"97.014343"	"88.212486"	"74.408684"	"98.953079"	"79.488174"	"66.731293"	"88.057388"	"77.471886"	"61.729351"	"90.577744"	"94.765411"	"90.383873"	"95.773552"	"97.944939"	"94.610313"	"47.537804"	"70.531212"	"61.884453"	"77.16169"	"75.378052"	"85.847229"	"72.896469"	"63.319115"	"93.602173"	"95.851105"	"7.7549438"	"88.057388"	"0.40000001"	"1"	"[44,451,10346,2,0.8]"	"21"	"44"	""	""	""	""
"Brc1c(C2Nc3c(cc(C(=O)C)cc3)C3C=CCC23)cc2OCOc2c1"	"1"	"5"	"-5.0261631"	"0.95616341"	"15.368535"	"-101.48946"	"-10.171497"	"-23.95229"	"-5.0261631"	"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone"	"C517943"	"NA"	"FOXO3"	"2309"	"protein"	"Homo sapiens"	"9606"	"PIK 75 inhibits the reaction [1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone affects the localization of FOXO3 protein]"	"affects^localization|decreases^reaction"	"26470790"	"affects^localization|decreases^reaction"	"Reaction"	"Decrease"	"412.28299"	"5.2069001"	"4"	"1"	"3"	"0.54380947"	"3"	"47.560001"	"0.28344804"	"0.97232646"	"0.90462554"	"0.96367615"	"0.95127702"	"0.2212632"	"0.88319147"	"0.42153302"	"0.79600918"	"0.6666289"	"0.874542"	"0.17131399"	"0.035746377"	"0.80702853"	"0.9999907"	"0.072049238"	"0.052251618"	"0.89385599"	"0.14137532"	"0.032499917"	"0.293118"	"0.030627405"	"0.86822379"	"0.85539186"	"0.76149124"	"0.12248656"	"0.37982482"	"0.90930772"	"0.44697535"	"0.39984897"	"0.66628534"	"-4.794837"	"70.52787"	"46.826698"	"46.075851"	"-7.3019371"	"2.7259424"	"3.8095429"	"103.93555"	"-5.616518"	"8.3225698"	"67.933304"	"90.151222"	"46.4715"	"36.680885"	"20.918961"	"53.354012"	"75.436218"	"29.158588"	"64.443581"	"82.8228"	"74.71888"	"97.751068"	"98.177589"	"66.033348"	"98.061264"	"81.892204"	"93.253197"	"68.786354"	"93.912369"	"53.315239"	"29.895308"	"72.276077"	"97.014343"	"88.212486"	"74.408684"	"98.953079"	"79.488174"	"66.731293"	"88.057388"	"77.471886"	"61.729351"	"90.577744"	"94.765411"	"90.383873"	"95.773552"	"97.944939"	"94.610313"	"47.537804"	"70.531212"	"61.884453"	"77.16169"	"75.378052"	"85.847229"	"72.896469"	"63.319115"	"93.602173"	"95.851105"	"7.7549438"	"88.057388"	"0.40000001"	"1"	"[[],[],[],[],[]]"	""	"[]"	""	""	""	""
"BrC1(Br)C(Br)(Br)CCCCCCCCCC1(Br)Br"	"1"	"6"	"-6.628468"	"3.3845882"	"123.45625"	"-9.9492092"	"-7.1457109"	"-57.283134"	"-6.628468"	"hexabromocyclododecane"	"C089796"	"25637-99-4"	"FOXO3"	"2309"	"mRNA"	"Mus musculus"	"10090"	"hexabromocyclododecane results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"29177809"	"decreases^expression"	"Expression"	"Decrease"	"641.70001"	"7.9692001"	"0"	"0"	"2"	"0.23563077"	"0"	"0"	"0.029535571"	"0.95582479"	"0.64841413"	"0.085114338"	"0.5743019"	"0.25252143"	"0.13496543"	"0.054682374"	"0.021874443"	"0.65619928"	"0.078301124"	"0.52688473"	"0.0028224729"	"0.26944241"	"0.99649876"	"0.0018640928"	"0.00092541036"	"0.0018403725"	"0.26767945"	"0.075836971"	"0.052812941"	"0.041489143"	"0.90757865"	"0.31383625"	"0.7709254"	"0.0071593332"	"0.77775389"	"0.9661907"	"0.3955422"	"0.92626476"	"0.58639187"	"-4.8666921"	"67.175346"	"55.133636"	"86.85434"	"-1.0686972"	"2.5201302"	"4.879046"	"106.59466"	"-7.3199129"	"17.48855"	"91.004265"	"98.022491"	"1.938736"	"11.768127"	"9.8487787"	"14.928267"	"22.489336"	"1.8030244"	"11.787515"	"77.626984"	"29.856533"	"58.162079"	"86.816597"	"71.655678"	"70.298569"	"35.75029"	"36.913532"	"67.816986"	"52.190773"	"90.073669"	"5.9325318"	"38.037998"	"52.268322"	"16.013958"	"2.9856534"	"14.618069"	"89.453278"	"84.839088"	"28.305544"	"81.504456"	"68.476151"	"67.119041"	"95.036835"	"50.717331"	"99.224503"	"99.302055"	"93.485847"	"95.385811"	"67.700661"	"56.998837"	"75.261726"	"80.496315"	"94.455215"	"98.449013"	"49.437767"	"99.534706"	"97.789841"	"0.69794494"	"97.169449"	"0"	"1"	"[33,2262,10458,3,0.5]"	"22"	"33"	""	""	""	""
"BrC1(Br)C(Br)(Br)CCCCCCCCCC1(Br)Br"	"1"	"6"	"-6.6033325"	"1.997517"	"109.36563"	"-35.809566"	"-7.6094055"	"-56.278381"	"-6.6033325"	"hexabromocyclododecane"	"C089796"	"25637-99-4"	"FOXO3"	"2309"	"mRNA"	"Mus musculus"	"10090"	"hexabromocyclododecane results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"29177809"	"decreases^expression"	"Expression"	"Decrease"	"641.70001"	"7.9692001"	"0"	"0"	"2"	"0.23563077"	"0"	"0"	"0.029535571"	"0.95582479"	"0.64841413"	"0.085114338"	"0.5743019"	"0.25252143"	"0.13496543"	"0.054682374"	"0.021874443"	"0.65619928"	"0.078301124"	"0.52688473"	"0.0028224729"	"0.26944241"	"0.99649876"	"0.0018640928"	"0.00092541036"	"0.0018403725"	"0.26767945"	"0.075836971"	"0.052812941"	"0.041489143"	"0.90757865"	"0.31383625"	"0.7709254"	"0.0071593332"	"0.77775389"	"0.9661907"	"0.3955422"	"0.92626476"	"0.58639187"	"-4.8666921"	"67.175346"	"55.133636"	"86.85434"	"-1.0686972"	"2.5201302"	"4.879046"	"106.59466"	"-7.3199129"	"17.48855"	"91.004265"	"98.022491"	"1.938736"	"11.768127"	"9.8487787"	"14.928267"	"22.489336"	"1.8030244"	"11.787515"	"77.626984"	"29.856533"	"58.162079"	"86.816597"	"71.655678"	"70.298569"	"35.75029"	"36.913532"	"67.816986"	"52.190773"	"90.073669"	"5.9325318"	"38.037998"	"52.268322"	"16.013958"	"2.9856534"	"14.618069"	"89.453278"	"84.839088"	"28.305544"	"81.504456"	"68.476151"	"67.119041"	"95.036835"	"50.717331"	"99.224503"	"99.302055"	"93.485847"	"95.385811"	"67.700661"	"56.998837"	"75.261726"	"80.496315"	"94.455215"	"98.449013"	"49.437767"	"99.534706"	"97.789841"	"0.69794494"	"97.169449"	"0"	"1"	"[32,2280,10459,1,0.7]"	"17"	"32"	""	""	""	""
"BrC1(Br)C(Br)(Br)CCCCCCCCCC1(Br)Br"	"1"	"6"	"-6.5117254"	"2.1492505"	"109.25038"	"-34.29895"	"-7.3508034"	"-53.501827"	"-6.5117254"	"hexabromocyclododecane"	"C089796"	"25637-99-4"	"FOXO3"	"2309"	"mRNA"	"Mus musculus"	"10090"	"hexabromocyclododecane results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"29177809"	"decreases^expression"	"Expression"	"Decrease"	"641.70001"	"7.9692001"	"0"	"0"	"2"	"0.23563077"	"0"	"0"	"0.029535571"	"0.95582479"	"0.64841413"	"0.085114338"	"0.5743019"	"0.25252143"	"0.13496543"	"0.054682374"	"0.021874443"	"0.65619928"	"0.078301124"	"0.52688473"	"0.0028224729"	"0.26944241"	"0.99649876"	"0.0018640928"	"0.00092541036"	"0.0018403725"	"0.26767945"	"0.075836971"	"0.052812941"	"0.041489143"	"0.90757865"	"0.31383625"	"0.7709254"	"0.0071593332"	"0.77775389"	"0.9661907"	"0.3955422"	"0.92626476"	"0.58639187"	"-4.8666921"	"67.175346"	"55.133636"	"86.85434"	"-1.0686972"	"2.5201302"	"4.879046"	"106.59466"	"-7.3199129"	"17.48855"	"91.004265"	"98.022491"	"1.938736"	"11.768127"	"9.8487787"	"14.928267"	"22.489336"	"1.8030244"	"11.787515"	"77.626984"	"29.856533"	"58.162079"	"86.816597"	"71.655678"	"70.298569"	"35.75029"	"36.913532"	"67.816986"	"52.190773"	"90.073669"	"5.9325318"	"38.037998"	"52.268322"	"16.013958"	"2.9856534"	"14.618069"	"89.453278"	"84.839088"	"28.305544"	"81.504456"	"68.476151"	"67.119041"	"95.036835"	"50.717331"	"99.224503"	"99.302055"	"93.485847"	"95.385811"	"67.700661"	"56.998837"	"75.261726"	"80.496315"	"94.455215"	"98.449013"	"49.437767"	"99.534706"	"97.789841"	"0.69794494"	"97.169449"	"0"	"1"	"[35,2279,10459,1,0.5]"	"17"	"35"	""	""	""	""
"BrC1(Br)C(Br)(Br)CCCCCCCCCC1(Br)Br"	"1"	"6"	"-6.0685592"	"2.3001747"	"109.3101"	"-47.505726"	"-9.0762539"	"-49.450485"	"-6.0685592"	"hexabromocyclododecane"	"C089796"	"25637-99-4"	"FOXO3"	"2309"	"mRNA"	"Mus musculus"	"10090"	"hexabromocyclododecane results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"29177809"	"decreases^expression"	"Expression"	"Decrease"	"641.70001"	"7.9692001"	"0"	"0"	"2"	"0.23563077"	"0"	"0"	"0.029535571"	"0.95582479"	"0.64841413"	"0.085114338"	"0.5743019"	"0.25252143"	"0.13496543"	"0.054682374"	"0.021874443"	"0.65619928"	"0.078301124"	"0.52688473"	"0.0028224729"	"0.26944241"	"0.99649876"	"0.0018640928"	"0.00092541036"	"0.0018403725"	"0.26767945"	"0.075836971"	"0.052812941"	"0.041489143"	"0.90757865"	"0.31383625"	"0.7709254"	"0.0071593332"	"0.77775389"	"0.9661907"	"0.3955422"	"0.92626476"	"0.58639187"	"-4.8666921"	"67.175346"	"55.133636"	"86.85434"	"-1.0686972"	"2.5201302"	"4.879046"	"106.59466"	"-7.3199129"	"17.48855"	"91.004265"	"98.022491"	"1.938736"	"11.768127"	"9.8487787"	"14.928267"	"22.489336"	"1.8030244"	"11.787515"	"77.626984"	"29.856533"	"58.162079"	"86.816597"	"71.655678"	"70.298569"	"35.75029"	"36.913532"	"67.816986"	"52.190773"	"90.073669"	"5.9325318"	"38.037998"	"52.268322"	"16.013958"	"2.9856534"	"14.618069"	"89.453278"	"84.839088"	"28.305544"	"81.504456"	"68.476151"	"67.119041"	"95.036835"	"50.717331"	"99.224503"	"99.302055"	"93.485847"	"95.385811"	"67.700661"	"56.998837"	"75.261726"	"80.496315"	"94.455215"	"98.449013"	"49.437767"	"99.534706"	"97.789841"	"0.69794494"	"97.169449"	"0"	"1"	"[[34,35],[1579,2279],[10416,10459],[1,1],[1.4,1]]"	"14 17"	"[34,35]"	""	""	""	""
"BrC1(Br)C(Br)(Br)CCCCCCCCCC1(Br)Br"	"1"	"6"	"-5.4631081"	"2.5366876"	"109.44056"	"-36.809437"	"-7.5824661"	"-34.050045"	"-5.4631081"	"hexabromocyclododecane"	"C089796"	"25637-99-4"	"FOXO3"	"2309"	"mRNA"	"Mus musculus"	"10090"	"hexabromocyclododecane results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"29177809"	"decreases^expression"	"Expression"	"Decrease"	"641.70001"	"7.9692001"	"0"	"0"	"2"	"0.23563077"	"0"	"0"	"0.029535571"	"0.95582479"	"0.64841413"	"0.085114338"	"0.5743019"	"0.25252143"	"0.13496543"	"0.054682374"	"0.021874443"	"0.65619928"	"0.078301124"	"0.52688473"	"0.0028224729"	"0.26944241"	"0.99649876"	"0.0018640928"	"0.00092541036"	"0.0018403725"	"0.26767945"	"0.075836971"	"0.052812941"	"0.041489143"	"0.90757865"	"0.31383625"	"0.7709254"	"0.0071593332"	"0.77775389"	"0.9661907"	"0.3955422"	"0.92626476"	"0.58639187"	"-4.8666921"	"67.175346"	"55.133636"	"86.85434"	"-1.0686972"	"2.5201302"	"4.879046"	"106.59466"	"-7.3199129"	"17.48855"	"91.004265"	"98.022491"	"1.938736"	"11.768127"	"9.8487787"	"14.928267"	"22.489336"	"1.8030244"	"11.787515"	"77.626984"	"29.856533"	"58.162079"	"86.816597"	"71.655678"	"70.298569"	"35.75029"	"36.913532"	"67.816986"	"52.190773"	"90.073669"	"5.9325318"	"38.037998"	"52.268322"	"16.013958"	"2.9856534"	"14.618069"	"89.453278"	"84.839088"	"28.305544"	"81.504456"	"68.476151"	"67.119041"	"95.036835"	"50.717331"	"99.224503"	"99.302055"	"93.485847"	"95.385811"	"67.700661"	"56.998837"	"75.261726"	"80.496315"	"94.455215"	"98.449013"	"49.437767"	"99.534706"	"97.789841"	"0.69794494"	"97.169449"	"0"	"1"	"[33,496,10349,2,1.3]"	"19"	"33"	""	""	""	""
"O=C(O)C(CCC)CCC"	"1"	"7"	"-4.5434566"	"1.2456098"	"-7.8991218"	"-48.710304"	"-7.8603687"	"-20.037386"	"-4.5434566"	"Valproic Acid"	"D014635"	"99-66-1"	"FOXO3"	"2309"	"mRNA"	"Homo sapiens"	"9606"	"Valproic Acid results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"19101580|28001369"	"decreases^expression"	"Expression"	"Decrease"	"144.214"	"2.2874"	"1"	"1"	"4"	"0.64237195"	"0"	"37.299999"	"0.0077885943"	"0.87309211"	"0.9533639"	"0.0064077587"	"0.0051987427"	"0.57202667"	"0.017743899"	"0.10577391"	"0.00084171281"	"0.25007385"	"8.9981768e-005"	"0.51878589"	"0.0024575219"	"0.37497804"	"0.99949622"	"0.00010711982"	"0.0041307337"	"0.0017096769"	"0.0006706281"	"0.0030670248"	"0.05555651"	"0.011422993"	"0.61799568"	"0.0016720755"	"0.001860388"	"0.00012940171"	"0.0015833471"	"0.0041063367"	"0.00014564174"	"0.38942373"	"0.011607851"	"-4.2841105"	"57.759708"	"3.1340275"	"17.27396"	"-5.4594259"	"1.7552187"	"1.0394335"	"83.517578"	"-1.6307487"	"2.2172458"	"8.491663"	"49.515316"	"6.6498642"	"36.680885"	"63.803799"	"65.994568"	"22.489336"	"19.852655"	"2.7917798"	"63.900738"	"90.616516"	"28.34432"	"9.9651031"	"95.851105"	"39.007366"	"50.252037"	"6.2815046"	"28.305544"	"8.5692129"	"89.763474"	"5.2733617"	"45.405197"	"72.780144"	"1.4346646"	"11.322218"	"13.958899"	"12.873207"	"14.656844"	"30.24428"	"62.93137"	"40.519581"	"6.7080264"	"1.6673129"	"7.7549438"	"14.656844"	"24.195425"	"4.1488948"	"46.25824"	"9.383482"	"91.93486"	"69.057777"	"32.144241"	"64.288483"	"86.27375"	"11.787515"	"42.884838"	"61.108955"	"74.873985"	"55.680496"	"1.612321"	"1"	"[[25,25],[1557,496],[10414,10349],[1,2],[3.7,0.9]]"	"19 12 13"	"[25,25,25]"	""	""	""	""
"O=C(O)C(CCC)CCC"	"1"	"7"	"-4.4635224"	"1.1388812"	"-12.091301"	"-47.948414"	"-8.6740713"	"-20.825188"	"-4.4635224"	"Valproic Acid"	"D014635"	"99-66-1"	"FOXO3"	"2309"	"mRNA"	"Homo sapiens"	"9606"	"Valproic Acid results in decreased expression of FOXO3 mRNA"	"decreases^expression"	"19101580|28001369"	"decreases^expression"	"Expression"	"Decrease"	"144.214"	"2.2874"	"1"	"1"	"4"	"0.64237195"	"0"	"37.299999"	"0.0077885943"	"0.87309211"	"0.9533639"	"0.0064077587"	"0.0051987427"	"0.57202667"	"0.017743899"	"0.10577391"	"0.00084171281"	"0.25007385"	"8.9981768e-005"	"0.51878589"	"0.0024575219"	"0.37497804"	"0.99949622"	"0.00010711982"	"0.0041307337"	"0.0017096769"	"0.0006706281"	"0.0030670248"	"0.05555651"	"0.011422993"	"0.61799568"	"0.0016720755"	"0.001860388"	"0.00012940171"	"0.0015833471"	"0.0041063367"	"0.00014564174"	"0.38942373"	"0.011607851"	"-4.2841105"	"57.759708"	"3.1340275"	"17.27396"	"-5.4594259"	"1.7552187"	"1.0394335"	"83.517578"	"-1.6307487"	"2.2172458"	"8.491663"	"49.515316"	"6.6498642"	"36.680885"	"63.803799"	"65.994568"	"22.489336"	"19.852655"	"2.7917798"	"63.900738"	"90.616516"	"28.34432"	"9.9651031"	"95.851105"	"39.007366"	"50.252037"	"6.2815046"	"28.305544"	"8.5692129"	"89.763474"	"5.2733617"	"45.405197"	"72.780144"	"1.4346646"	"11.322218"	"13.958899"	"12.873207"	"14.656844"	"30.24428"	"62.93137"	"40.519581"	"6.7080264"	"1.6673129"	"7.7549438"	"14.656844"	"24.195425"	"4.1488948"	"46.25824"	"9.383482"	"91.93486"	"69.057777"	"32.144241"	"64.288483"	"86.27375"	"11.787515"	"42.884838"	"61.108955"	"74.873985"	"55.680496"	"1.7739288"	"1"	"[[25,25],[1557,496],[10414,10349],[1,2],[3,0.8]]"	"19 12 13"	"[25,25,25]"	""	""	""	""
